input,output
"# Context:
A producer is positioning exactly seven music pieces—F, G, H, J, K, L, and M—one after another on a music recording, not necessarily in that order. Each piece will fill exactly one of the seven sequential tracks on the recording, according to the following conditions: F must be second. J cannot be seventh. G can come neither immediately before nor immediately after H. H must be in some track before that of L. L must be in some track before that of M.

# Question:
Which one of the following is a complete and accurate list of the pieces any of which could be first on the recording?

# Options:
A) G, J, K
B) G, H, J, K
C) G, H, J, L
D) G, J, K, L
E) H, J, K, L, M","# Declarations
pieces = EnumSort([F, G, H, J, K, L, M])
tracks = EnumSort([1, 2, 3, 4, 5, 6, 7])
position = Function([pieces] -> [tracks])
# Constraints
position(F) == 2 ::: F must be second
position(J) != 7 ::: J cannot be seventh
ForAll([t:tracks], Not(And(position(G) == t, position(H) == t + 1))) ::: G can come neither immediately before nor immediately after H
ForAll([t:tracks], Not(And(position(G) == t, position(H) == t - 1))) ::: G can come neither immediately before nor immediately after H
ForAll([t:tracks], Implies(position(H) == t, Exists([t1:tracks], And(t1 < t, position(L) == t1)))) ::: H must be in some track before that of L
ForAll([t:tracks], Implies(position(L) == t, Exists([t1:tracks], And(t1 < t, position(M) == t1)))) ::: L must be in some track before that of M
# Options
is_accurate_list([position(G) == 1, position(J) == 1, position(K) == 1]) ::: (A)
is_accurate_list([position(G) == 1, position(H) == 1, position(J) == 1, position(K) == 1]) ::: (B)
is_accurate_list([position(G) == 1, position(H) == 1, position(J) == 1, position(L) == 1]) ::: (C)
is_accurate_list([position(G) == 1, position(J) == 1, position(K) == 1, position(L) == 1]) ::: (D)
is_accurate_list([position(H) == 1, position(J) == 1, position(K) == 1, position(L) == 1, position(M) == 1]) ::: (E)"
"# Context:
A disc jockey will play a sequence consisting of exactly seven different songs: three ballads—F, G, and H—and four dance tunes—R, S, V, and X. The following conditions must be met: No dance tune can be played immediately after another dance tune. H must be played earlier in the sequence than V. V and S must be separated from each other by exactly one song. S must be played immediately before or immediately after F. F must be played immediately after R, unless G is played earlier than R.

# Question:
If the seventh song in the sequence is R, which one of the following could be the fifth song?

# Options:
A) F
B) G
C) H
D) V
E) X","# Declarations
songs = EnumSort([F, G, H, R, S, V, X])
sequence = Function([int] -> [songs])
# Constraints
ForAll([i:int], And(i >= 1, i <= 7, Exists([j:int], And(j >= 1, j <= 7, sequence(i) == sequence(j))))) ::: The sequence consists of exactly seven different songs
ForAll([i:int], Implies(And(i >= 1, i <= 6, Or(sequence(i) == R, sequence(i) == S, sequence(i) == V, sequence(i) == X)), Not(Or(sequence(i+1) == R, sequence(i+1) == S, sequence(i+1) == V, sequence(i+1) == X)))) ::: No dance tune can be played immediately after another dance tune
Exists([i:int], And(i >= 1, i <= 7, sequence(i) == H, ForAll([j:int], Implies(And(j >= 1, j <= 7, sequence(j) == V), i < j)))) ::: H must be played earlier in the sequence than V
Exists([i:int], And(i >= 1, i <= 7, sequence(i) == V, Exists([j:int], And(j >= 1, j <= 7, sequence(j) == S, Abs(i - j) == 2)))) ::: V and S must be separated from each other by exactly one song
Exists([i:int], And(i >= 1, i <= 7, sequence(i) == S, Or(sequence(i+1) == F, sequence(i-1) == F))) ::: S must be played immediately before or immediately after F
Exists([i:int], And(i >= 1, i <= 7, sequence(i) == R, Or(sequence(i+1) == F, ForAll([j:int], Implies(And(j >= 1, j <= 7, sequence(j) == G), i < j))))) ::: F must be played immediately after R, unless G is played earlier than R
sequence(7) == R ::: The seventh song in the sequence is R
# Options
is_valid(sequence(5) == F) ::: (A)
is_valid(sequence(5) == G) ::: (B)
is_valid(sequence(5) == H) ::: (C)
is_valid(sequence(5) == V) ::: (D)
is_valid(sequence(5) == X) ::: (E)"
"# Context:
Exactly eight boats—Jewel, Kashmir, Neptune, Ojibwa, Pacific, Spain, Tornado, and Valhalla—arrived at a dock. No boat arrived at the same time as any other boat. The boats arrived in an order consistent with the following conditions: Tornado arrived before Spain but after Jewel. Neptune arrived before Tornado. Kashmir arrived after Jewel but before Spain. Spain arrived before Ojibwa.

# Question:
Which one of the following must be true?

# Options:
A) At least two of the boats arrived before Neptune.
B) At least five of the boats arrived before Pacific.
C) At least four of the boats arrived before Spain.
D) At least three of the boats arrived before Tornado.
E) At least two of the boats arrived before Valhalla.","# Declarations
boats = EnumSort([Jewel, Kashmir, Neptune, Ojibwa, Pacific, Spain, Tornado, Valhalla])
arrival_order = Function([boats] -> [int])
# Constraints
arrival_order(Jewel) < arrival_order(Tornado) ::: Tornado arrived before Spain but after Jewel
arrival_order(Neptune) < arrival_order(Tornado) ::: Neptune arrived before Tornado
arrival_order(Jewel) < arrival_order(Kashmir) ::: Kashmir arrived after Jewel but before Spain
arrival_order(Kashmir) < arrival_order(Spain) ::: Kashmir arrived after Jewel but before Spain
arrival_order(Spain) < arrival_order(Ojibwa) ::: Spain arrived before Ojibwa
# Options
is_valid(Count([b:boats], arrival_order(b) < arrival_order(Neptune)) >= 2) ::: (A)
is_valid(Count([b:boats], arrival_order(b) < arrival_order(Pacific)) >= 5) ::: (B)
is_valid(Count([b:boats], arrival_order(b) < arrival_order(Spain)) >= 4) ::: (C)
is_valid(Count([b:boats], arrival_order(b) < arrival_order(Tornado)) >= 3) ::: (D)
is_valid(Count([b:boats], arrival_order(b) < arrival_order(Valhalla)) >= 2) ::: (E)"
"# Context:
A park contains at most five of seven kinds of trees—firs, laurels, maples, oaks, pines, spruces, and yews—consistent with the following conditions: If maples are in the park, yews are not. If firs are in the park, pines are not. If yews are not in the park, then either laurels or oaks, but not both, are in the park. If it is not the case that the park contains both laurels and oaks, then it contains firs and spruces.

# Question:
Which one of the following could be true?

# Options:
A) Neither firs nor laurels are in the park.
B) Neither laurels, oaks, nor yews are in the park.
C) Neither laurels nor spruces are in the park.
D) Neither maples nor yews are in the park.
E) Neither oaks nor spruces are in the park.","# Declarations
trees = EnumSort([firs, laurels, maples, oaks, pines, spruces, yews])
in_park = Function([trees] -> [bool])
# Constraints
Implies(in_park(maples), Not(in_park(yews))) ::: If maples are in the park, yews are not
Implies(in_park(firs), Not(in_park(pines))) ::: If firs are in the park, pines are not
Implies(Not(in_park(yews)), Or(in_park(laurels), in_park(oaks))) ::: If yews are not in the park, then either laurels or oaks, but not both, are in the park
Implies(Not(And(in_park(laurels), in_park(oaks))), And(in_park(firs), in_park(spruces))) ::: If it is not the case that the park contains both laurels and oaks, then it contains firs and spruces
# Options
is_sat(And(Not(in_park(firs)), Not(in_park(laurels)))) ::: (A)
is_sat(And(Not(in_park(laurels)), Not(in_park(oaks)), Not(in_park(yews)))) ::: (B)
is_sat(And(Not(in_park(laurels)), Not(in_park(spruces)))) ::: (C)
is_sat(And(Not(in_park(maples)), Not(in_park(yews)))) ::: (D)
is_sat(And(Not(in_park(oaks)), Not(in_park(spruces)))) ::: (E)"
"# Context:
The members of two committees, a planting committee and a trails committee, are to be selected from among seven volunteers—F, G, H, J, K, L, and M. The following conditions govern the composition of the committees: Each committee must have at least three members. F cannot be on the same committee as K. If K is on a committee, J must also be on that committee. M must be on at least one of the committees. The two committees must have at least one member in common.

# Question:
If K is on both committees and L is also on both committees and if the planting committee has exactly three members, then which one of the following must be true?

# Options:
A) F is on the planting committee.
B) F is on the trails committee.
C) G is on the planting committee.
D) M is on the planting committee.
E) M is on the trails committee.","# Declarations
volunteers = EnumSort([F, G, H, J, K, L, M])
committees = EnumSort([planting, trails])
assigned = Function([volunteers] -> [committees])
# Constraints
ForAll([c:committees], Count([v:volunteers], assigned(v) == c) >= 3) ::: Each committee must have at least three members
assigned(F) != assigned(K) ::: F cannot be on the same committee as K
Implies(assigned(K) == c, assigned(J) == c) ::: If K is on a committee, J must also be on that committee
Exists([c:committees], assigned(M) == c) ::: M must be on at least one of the committees
Exists([v:volunteers], And(assigned(v) == planting, assigned(v) == trails)) ::: The two committees must have at least one member in common
assigned(K) == planting ::: K is on the planting committee
assigned(L) == planting ::: L is on the planting committee
Count([v:volunteers], assigned(v) == planting) == 3 ::: The planting committee has exactly three members
# Options
is_valid(assigned(F) == planting) ::: (A)
is_valid(assigned(F) == trails) ::: (B)
is_valid(assigned(G) == planting) ::: (C)
is_valid(assigned(M) == planting) ::: (D)
is_valid(assigned(M) == trails) ::: (E)"
"# Context:
Six racehorses—K, L, M, N, O, and P—will be assigned to six positions arranged in a straight line and numbered consecutively 1 through 6. The horses are assigned to the positions, one horse per position, according to the following conditions: K and L must be assigned to positions that are separated from each other by exactly one position. K and N cannot be assigned to positions that are next to each other. N must be assigned to a higher-numbered position than M. P must be assigned to position 3.

# Question:
Which one of the following CANNOT be true?

# Options:
A) K is assigned to position 2.
B) L is assigned to position 2.
C) M is assigned to position 1.
D) M is assigned to position 5.
E) O is assigned to position 2.","# Declarations
horses = EnumSort([K, L, M, N, O, P])
positions = EnumSort([1, 2, 3, 4, 5, 6])
assigned = Function([horses] -> [positions])
# Constraints
Exists([p1:positions, p2:positions], And(p1 != p2, Abs(p1 - p2) == 2, assigned(K) == p1, assigned(L) == p2)) ::: K and L must be assigned to positions that are separated from each other by exactly one position
ForAll([p:positions], Implies(assigned(K) == p, assigned(N) != p + 1)) ::: K and N cannot be assigned to positions that are next to each other
ForAll([p:positions], Implies(assigned(M) == p, assigned(N) > p)) ::: N must be assigned to a higher-numbered position than M
assigned(P) == 3 ::: P must be assigned to position 3
# Options
is_unsat(assigned(K) == 2) ::: (A)
is_unsat(assigned(L) == 2) ::: (B)
is_unsat(assigned(M) == 1) ::: (C)
is_unsat(assigned(M) == 5) ::: (D)
is_unsat(assigned(O) == 2) ::: (E)"
"# Context:
A messenger will deliver exactly seven packages—L, M, N, O, P, S, and T—one at a time, not necessarily in that order. The seven deliveries must be made according to the following conditions: P is delivered either first or seventh. The messenger delivers N at some time after delivering L. The messenger delivers T at some time after delivering M. The messenger delivers exactly one package between delivering L and delivering O, whether or not L is delivered before O. The messenger delivers exactly one package between delivering M and delivering P, whether or not M is delivered before P.

# Question:
Which one of the following is an order in which the messenger could make the deliveries, from first to seventh?

# Options:
A) L, N, S, O, M, T, P
B) M, T, P, S, L, N, O
C) O, S, L, N, M, T, P
D) P, N, M, S, O, T, L
E) P, T, M, S, L, N, O","# Declarations
packages = EnumSort([L, M, N, O, P, S, T])
delivery_order = Function([packages] -> [int])
# Constraints
Or(delivery_order(P) == 1, delivery_order(P) == 7) ::: P is delivered either first or seventh
delivery_order(N) > delivery_order(L) ::: The messenger delivers N at some time after delivering L
delivery_order(T) > delivery_order(M) ::: The messenger delivers T at some time after delivering M
Exists([p:packages], And(delivery_order(L) < delivery_order(p), delivery_order(p) < delivery_order(O))) ::: The messenger delivers exactly one package between delivering L and delivering O
Exists([p:packages], And(delivery_order(M) < delivery_order(p), delivery_order(p) < delivery_order(P))) ::: The messenger delivers exactly one package between delivering M and delivering P
# Options
is_sat(And(delivery_order(L) == 1, delivery_order(N) == 2, delivery_order(S) == 3, delivery_order(O) == 4, delivery_order(M) == 5, delivery_order(T) == 6, delivery_order(P) == 7)) ::: (A)
is_sat(And(delivery_order(M) == 1, delivery_order(T) == 2, delivery_order(P) == 3, delivery_order(S) == 4, delivery_order(L) == 5, delivery_order(N) == 6, delivery_order(O) == 7)) ::: (B)
is_sat(And(delivery_order(O) == 1, delivery_order(S) == 2, delivery_order(L) == 3, delivery_order(N) == 4, delivery_order(M) == 5, delivery_order(T) == 6, delivery_order(P) == 7)) ::: (C)
is_sat(And(delivery_order(P) == 1, delivery_order(N) == 2, delivery_order(M) == 3, delivery_order(S) == 4, delivery_order(O) == 5, delivery_order(T) == 6, delivery_order(L) == 7)) ::: (D)
is_sat(And(delivery_order(P) == 1, delivery_order(T) == 2, delivery_order(M) == 3, delivery_order(S) == 4, delivery_order(L) == 5, delivery_order(N) == 6, delivery_order(O) == 7)) ::: (E)"
"# Context:
Exactly eight boats—Jewel, Kashmir, Neptune, Ojibwa, Pacific, Spain, Tornado, and Valhalla—arrived at a dock. No boat arrived at the same time as any other boat. The boats arrived in an order consistent with the following conditions: Tornado arrived before Spain but after Jewel. Neptune arrived before Tornado. Kashmir arrived after Jewel but before Spain. Spain arrived before Ojibwa.

# Question:
If Neptune arrived after Kashmir, which one of the following must be false?

# Options:
A) Jewel was the second of the boats to arrive.
B) Kashmir was the fifth of the boats to arrive.
C) Neptune was the third of the boats to arrive.
D) Ojibwa was the sixth of the boats to arrive.
E) Spain was the seventh of the boats to arrive.","# Declarations
boats = EnumSort([Jewel, Kashmir, Neptune, Ojibwa, Pacific, Spain, Tornado, Valhalla])
arrival_order = Function([boats] -> [int])
# Constraints
arrival_order(Tornado) > arrival_order(Jewel) ::: Tornado arrived before Spain but after Jewel
arrival_order(Neptune) < arrival_order(Tornado) ::: Neptune arrived before Tornado
arrival_order(Kashmir) > arrival_order(Jewel) ::: Kashmir arrived after Jewel but before Spain
arrival_order(Kashmir) < arrival_order(Spain) ::: Kashmir arrived after Jewel but before Spain
arrival_order(Spain) < arrival_order(Ojibwa) ::: Spain arrived before Ojibwa
arrival_order(Neptune) > arrival_order(Kashmir) ::: Neptune arrived after Kashmir
# Options
is_unsat(arrival_order(Jewel) == 2) ::: (A)
is_unsat(arrival_order(Kashmir) == 5) ::: (B)
is_unsat(arrival_order(Neptune) == 3) ::: (C)
is_unsat(arrival_order(Ojibwa) == 6) ::: (D)
is_unsat(arrival_order(Spain) == 7) ::: (E)"
"# Context:
Each of six people—Kim, Lina, Maricella, Oliver, Paulo, and Shigeru—plays exactly one of two sports—golf, and tennis. If a sport is played by more than one of the six people, then the people who play that sport are ranked in order of ability from highest to lowest, with no ties. The following conditions must apply: Oliver plays tennis. Lina plays golf. There is no golf player ranked higher than Lina. If Maricella plays golf, then Paulo and Shigeru play golf, Paulo ranking lower than Maricella but higher than Shigeru. If Maricella plays tennis, then Shigeru plays tennis, Shigeru ranking lower than Oliver but higher than Maricella. If Paulo plays tennis, then Kim plays tennis, Oliver ranking lower than Kim but higher than Paulo.

# Question:
Each of the following could be the lowest-ranking tennis player EXCEPT:

# Options:
A) Shigeru
B) Kim
C) Oliver
D) Paulo
E) Maricella","# Declarations
people = EnumSort([Kim, Lina, Maricella, Oliver, Paulo, Shigeru])
sports = EnumSort([golf, tennis])
plays = Function([people] -> [sports])
rank = Function([people] -> [int])
# Constraints
plays(Oliver) == tennis ::: Oliver plays tennis
plays(Lina) == golf ::: Lina plays golf
ForAll([p:people], Implies(plays(p) == golf, rank(p) >= rank(Lina))) ::: There is no golf player ranked higher than Lina
Implies(plays(Maricella) == golf, And(plays(Paulo) == golf, plays(Shigeru) == golf, rank(Paulo) < rank(Maricella), rank(Shigeru) < rank(Paulo))) ::: If Maricella plays golf, then Paulo and Shigeru play golf, Paulo ranking lower than Maricella but higher than Shigeru
Implies(plays(Maricella) == tennis, And(plays(Shigeru) == tennis, rank(Shigeru) < rank(Oliver), rank(Maricella) < rank(Shigeru))) ::: If Maricella plays tennis, then Shigeru plays tennis, Shigeru ranking lower than Oliver but higher than Maricella
Implies(plays(Paulo) == tennis, And(plays(Kim) == tennis, rank(Oliver) < rank(Kim), rank(Paulo) < rank(Oliver))) ::: If Paulo plays tennis, then Kim plays tennis, Oliver ranking lower than Kim but higher than Paulo
# Options
is_unsat(ForAll([p:people], Implies(plays(p) == tennis, rank(p) > rank(Shigeru)))) ::: (A)
is_unsat(ForAll([p:people], Implies(plays(p) == tennis, rank(p) > rank(Kim)))) ::: (B)
is_unsat(ForAll([p:people], Implies(plays(p) == tennis, rank(p) > rank(Oliver)))) ::: (C)
is_unsat(ForAll([p:people], Implies(plays(p) == tennis, rank(p) > rank(Paulo)))) ::: (D)
is_unsat(ForAll([p:people], Implies(plays(p) == tennis, rank(p) > rank(Maricella)))) ::: (E)"
"# Context:
A producer is positioning exactly seven music pieces—F, G, H, J, K, L, and M—one after another on a music recording, not necessarily in that order. Each piece will fill exactly one of the seven sequential tracks on the recording, according to the following conditions: F must be second. J cannot be seventh. G can come neither immediately before nor immediately after H. H must be in some track before that of L. L must be in some track before that of M.

# Question:
If M fills some track before that of J and also before that of K on the recording, which one of the following must be true?

# Options:
A) G is first.
B) K is seventh.
C) L is third.
D) H comes either immediately before or immediately after F.
E) L comes either immediately before or immediately after G.","# Declarations
pieces = EnumSort([F, G, H, J, K, L, M])
tracks = EnumSort([1, 2, 3, 4, 5, 6, 7])
position = Function([pieces] -> [tracks])
# Constraints
position(F) == 2 ::: F must be second
position(J) != 7 ::: J cannot be seventh
ForAll([t:tracks], Not(And(position(G) == t, position(H) == t + 1))) ::: G can come neither immediately before nor immediately after H
ForAll([t:tracks], Not(And(position(G) == t, position(H) == t - 1))) ::: G can come neither immediately before nor immediately after H
position(H) < position(L) ::: H must be in some track before that of L
position(L) < position(M) ::: L must be in some track before that of M
position(M) < position(J) ::: M fills some track before that of J
position(M) < position(K) ::: M fills some track before that of K
# Options
is_valid(position(G) == 1) ::: (A)
is_valid(position(K) == 7) ::: (B)
is_valid(position(L) == 3) ::: (C)
is_valid(Or(position(H) == position(F) - 1, position(H) == position(F) + 1)) ::: (D)
is_valid(Or(position(L) == position(G) - 1, position(L) == position(G) + 1)) ::: (E)"
"# Context:
A park contains at most five of seven kinds of trees—firs, laurels, maples, oaks, pines, spruces, and yews—consistent with the following conditions: If maples are in the park, yews are not. If firs are in the park, pines are not. If yews are not in the park, then either laurels or oaks, but not both, are in the park. If it is not the case that the park contains both laurels and oaks, then it contains firs and spruces.

# Question:
If neither maples nor spruces are in the park, then which one of the following could be true?

# Options:
A) Exactly four kinds of trees are in the park.
B) Exactly five kinds of trees are in the park.
C) Laurels are not in the park.
D) Oaks are not in the park.
E) Yews are not in the park.","# Declarations
trees = EnumSort([firs, laurels, maples, oaks, pines, spruces, yews])
in_park = Function([trees] -> [bool])
# Constraints
Implies(in_park(maples), Not(in_park(yews))) ::: If maples are in the park, yews are not
Implies(in_park(firs), Not(in_park(pines))) ::: If firs are in the park, pines are not
Implies(Not(in_park(yews)), Or(in_park(laurels), in_park(oaks))) ::: If yews are not in the park, then either laurels or oaks, but not both, are in the park
Implies(Not(And(in_park(laurels), in_park(oaks))), And(in_park(firs), in_park(spruces))) ::: If it is not the case that the park contains both laurels and oaks, then it contains firs and spruces
ForAll([t:trees], Implies(t == maples, Not(in_park(t)))) ::: maples are not in the park
ForAll([t:trees], Implies(t == spruces, Not(in_park(t)))) ::: spruces are not in the park
# Options
is_valid(Count([t:trees], in_park(t)) == 4) ::: (A)
is_valid(Count([t:trees], in_park(t)) == 5) ::: (B)
is_valid(Not(in_park(laurels))) ::: (C)
is_valid(Not(in_park(oaks))) ::: (D)
is_valid(Not(in_park(yews))) ::: (E)"
"# Context:
The members of two committees, a planting committee and a trails committee, are to be selected from among seven volunteers—F, G, H, J, K, L, and M. The following conditions govern the composition of the committees: Each committee must have at least three members. F cannot be on the same committee as K. If K is on a committee, J must also be on that committee. M must be on at least one of the committees. The two committees must have at least one member in common.

# Question:
If the only members of the planting committee are G, H, and L and if the two committees are to have as many members in common as the conditions allow, then which one of the following must be true?

# Options:
A) The trails committee and the planting committee have exactly one member in common.
B) The trails committee and the planting committee have exactly two members in common.
C) The trails committee and the planting committee have an equal number of members.
D) The trails committee has at least one more member than the planting committee.
E) The planting committee has exactly two more members than the trails committee.","# Declarations
volunteers = EnumSort([F, G, H, J, K, L, M])
committees = EnumSort([planting, trails])
assigned = Function([volunteers] -> [committees])
# Constraints
ForAll([c:committees], Count([v:volunteers], assigned(v) == c) >= 3) ::: Each committee must have at least three members
assigned(F) != assigned(K) ::: F cannot be on the same committee as K
Implies(assigned(K) == planting, assigned(J) == planting) ::: If K is on a committee, J must also be on that committee
Or(assigned(M) == planting, assigned(M) == trails) ::: M must be on at least one of the committees
Exists([v:volunteers], And(assigned(v) == planting, assigned(v) == trails)) ::: The two committees must have at least one member in common
assigned(G) == planting ::: The only members of the planting committee are G, H, and L
assigned(H) == planting ::: The only members of the planting committee are G, H, and L
assigned(L) == planting ::: The only members of the planting committee are G, H, and L
# Options
is_valid(Count([v:volunteers], And(assigned(v) == planting, assigned(v) == trails)) == 1) ::: (A) The trails committee and the planting committee have exactly one member in common
is_valid(Count([v:volunteers], And(assigned(v) == planting, assigned(v) == trails)) == 2) ::: (B) The trails committee and the planting committee have exactly two members in common
is_valid(Count([v:volunteers], assigned(v) == planting) == Count([v:volunteers], assigned(v) == trails)) ::: (C) The trails committee and the planting committee have an equal number of members
is_valid(Count([v:volunteers], assigned(v) == trails) > Count([v:volunteers], assigned(v) == planting)) ::: (D) The trails committee has at least one more member than the planting committee
is_valid(Count([v:volunteers], assigned(v) == planting) == Count([v:volunteers], assigned(v) == trails) + 2) ::: (E) The planting committee has exactly two more members than the trails committee"
"# Context:
A disc jockey will play a sequence consisting of exactly seven different songs: three ballads—F, G, and H—and four dance tunes—R, S, V, and X. The following conditions must be met: No dance tune can be played immediately after another dance tune. H must be played earlier in the sequence than V. V and S must be separated from each other by exactly one song. S must be played immediately before or immediately after F. F must be played immediately after R, unless G is played earlier than R.

# Question:
If the third song in the sequence is S, which one of the following must be the sixth song?

# Options:
A) G
B) H
C) R
D) V
E) X","# Declarations
songs = EnumSort([F, G, H, R, S, V, X])
sequence = Function([int] -> [songs])
# Constraints
ForAll([i:int], And(i >= 1, i <= 7, Exists([s:songs], sequence(i) == s))) ::: The sequence consists of exactly seven different songs
ForAll([i:int], Implies(And(i >= 1, i <= 6, sequence(i) == R), sequence(i+1) != R)) ::: No dance tune can be played immediately after another dance tune
ForAll([i:int], Implies(And(i >= 1, i <= 6, sequence(i) == S), sequence(i+1) != S)) ::: No dance tune can be played immediately after another dance tune
ForAll([i:int], Implies(And(i >= 1, i <= 6, sequence(i) == V), sequence(i+1) != V)) ::: No dance tune can be played immediately after another dance tune
ForAll([i:int], Implies(And(i >= 1, i <= 6, sequence(i) == X), sequence(i+1) != X)) ::: No dance tune can be played immediately after another dance tune
Exists([i:int], And(i >= 1, i <= 7, sequence(i) == H, ForAll([j:int], Implies(And(j >= 1, j <= 7, sequence(j) == V), i < j)))) ::: H must be played earlier in the sequence than V
Exists([i:int], And(i >= 1, i <= 7, sequence(i) == V, Exists([j:int], And(j >= 1, j <= 7, sequence(j) == S, Abs(i - j) == 2)))) ::: V and S must be separated from each other by exactly one song
Exists([i:int], And(i >= 1, i <= 7, sequence(i) == S, Or(sequence(i+1) == F, sequence(i-1) == F))) ::: S must be played immediately before or immediately after F
Exists([i:int], And(i >= 1, i <= 7, sequence(i) == F, Or(sequence(i+1) == R, ForAll([j:int], Implies(And(j >= 1, j <= 7, sequence(j) == R), i < j))))) ::: F must be played immediately after R, unless G is played earlier than R
sequence(3) == S ::: The third song in the sequence is S
# Options
is_valid(sequence(6) == G) ::: (A)
is_valid(sequence(6) == H) ::: (B)
is_valid(sequence(6) == R) ::: (C)
is_valid(sequence(6) == V) ::: (D)
is_valid(sequence(6) == X) ::: (E)"
"# Context:
A producer is positioning exactly seven music pieces—F, G, H, J, K, L, and M—one after another on a music recording, not necessarily in that order. Each piece will fill exactly one of the seven sequential tracks on the recording, according to the following conditions: F must be second. J cannot be seventh. G can come neither immediately before nor immediately after H. H must be in some track before that of L. L must be in some track before that of M.

# Question:
Which one of the following could be the order, from first to seventh, of the pieces on the recording?

# Options:
A) F, K, G, J, H, L, M
B) G, F, H, K, L, J, M
C) G, F, H, K, L, M, J
D) K, F, G, H, J, L, M
E) K, F, L, J, H, M, G","# Declarations
pieces = EnumSort([F, G, H, J, K, L, M])
tracks = EnumSort([1, 2, 3, 4, 5, 6, 7])
position = Function([pieces] -> [tracks])
# Constraints
position(F) == 2 ::: F must be second
position(J) != 7 ::: J cannot be seventh
ForAll([t:tracks], Implies(position(G) == t, And(position(H) != t - 1, position(H) != t + 1))) ::: G can come neither immediately before nor immediately after H
ForAll([t:tracks], Implies(position(H) == t, position(L) < t)) ::: H must be in some track before that of L
ForAll([t:tracks], Implies(position(L) == t, position(M) < t)) ::: L must be in some track before that of M
# Options
is_sat(And(position(F) == 1, position(K) == 2, position(G) == 3, position(J) == 4, position(H) == 5, position(L) == 6, position(M) == 7)) ::: (A)
is_sat(And(position(G) == 1, position(F) == 2, position(H) == 3, position(K) == 4, position(L) == 5, position(J) == 6, position(M) == 7)) ::: (B)
is_sat(And(position(G) == 1, position(F) == 2, position(H) == 3, position(K) == 4, position(L) == 5, position(M) == 6, position(J) == 7)) ::: (C)
is_sat(And(position(K) == 1, position(F) == 2, position(G) == 3, position(H) == 4, position(J) == 5, position(L) == 6, position(M) == 7)) ::: (D)
is_sat(And(position(K) == 1, position(F) == 2, position(L) == 3, position(J) == 4, position(H) == 5, position(M) == 6, position(G) == 7)) ::: (E)"
"# Context:
Each of six people—Kim, Lina, Maricella, Oliver, Paulo, and Shigeru—plays exactly one of two sports—golf, and tennis. If a sport is played by more than one of the six people, then the people who play that sport are ranked in order of ability from highest to lowest, with no ties. The following conditions must apply: Oliver plays tennis. Lina plays golf. There is no golf player ranked higher than Lina. If Maricella plays golf, then Paulo and Shigeru play golf, Paulo ranking lower than Maricella but higher than Shigeru. If Maricella plays tennis, then Shigeru plays tennis, Shigeru ranking lower than Oliver but higher than Maricella. If Paulo plays tennis, then Kim plays tennis, Oliver ranking lower than Kim but higher than Paulo.

# Question:
Which one of the following could be true?

# Options:
A) Maricella plays tennis and Shigeru plays golf.
B) Paulo plays tennis and Kim plays golf.
C) Kim plays tennis and Paulo plays golf.
D) Paulo and Oliver play tennis, Paulo ranking higher than Oliver.
E) Maricella and Shigeru play tennis, Maricella ranking higher than Shigeru.","# Declarations
people = EnumSort([Kim, Lina, Maricella, Oliver, Paulo, Shigeru])
sports = EnumSort([golf, tennis])
plays = Function([people] -> [sports])
ranks = Function([people, people] -> [bool])
# Constraints
plays(Oliver) == tennis ::: Oliver plays tennis
plays(Lina) == golf ::: Lina plays golf
ForAll([p:people], Implies(plays(p) == golf, ranks(Lina, p))) ::: There is no golf player ranked higher than Lina
Implies(plays(Maricella) == golf, And(plays(Paulo) == golf, plays(Shigeru) == golf, ranks(Maricella, Paulo), ranks(Paulo, Shigeru))) ::: If Maricella plays golf, then Paulo and Shigeru play golf, Paulo ranking lower than Maricella but higher than Shigeru
Implies(plays(Maricella) == tennis, And(plays(Shigeru) == tennis, ranks(Oliver, Shigeru), ranks(Shigeru, Maricella))) ::: If Maricella plays tennis, then Shigeru plays tennis, Shigeru ranking lower than Oliver but higher than Maricella
Implies(plays(Paulo) == tennis, And(plays(Kim) == tennis, ranks(Kim, Oliver), ranks(Oliver, Paulo))) ::: If Paulo plays tennis, then Kim plays tennis, Oliver ranking lower than Kim but higher than Paulo
# Options
is_valid(And(plays(Maricella) == tennis, plays(Shigeru) == golf)) ::: (A)
is_valid(And(plays(Paulo) == tennis, plays(Kim) == golf)) ::: (B)
is_valid(And(plays(Kim) == tennis, plays(Paulo) == golf)) ::: (C)
is_valid(And(plays(Paulo) == tennis, plays(Oliver) == tennis, ranks(Paulo, Oliver))) ::: (D)
is_valid(And(plays(Maricella) == tennis, plays(Shigeru) == tennis, ranks(Maricella, Shigeru))) ::: (E)"
