input,output
"Premises:
1.The Lumina APV is produced by Chevrolet.
2.The Astro is a van produced by Chevrolet.
3.Cars produced by Chevrolet are either cars or vans.

Conclusion:
The Astro is a car.","We can get these predicates:
Chevrolet(x),Van(x),Car(x)
We can get these constants:

Let's translate one by one.
Premises:
1.Text:The Lumina APV is produced by Chevrolet.
Predicates:
Chevrolet(x)
Constants:
luminaAPV
Fol:Chevrolet(luminaAPV)
2.Text:The Astro is a van produced by Chevrolet.
Predicates:
Van(x),Chevrolet(x)
Constants:
astro
Fol:Chevrolet(astro) ∧ Van(astro)
3.Text:Cars produced by Chevrolet are either cars or vans.
Predicates:
Van(x),Car(x),Chevrolet(x)
Fol:∀x (Chevrolet(x) → Car(x) ⊕ Van(x))
Conclusion:
Text:The Astro is a car.
Predicates:
Car(x)
Constants:
astro
Fol:Car(astro)"
"Premises:
1.Detroit City is a horse.
2.Some horses are racehorses.
3.If a horse falls during a race, then it dies.
4.Detroit City fell during a race.
5.A horse is a racehorse if it is in a race.

Conclusion:
Detroit City is a racehorse.","We can get these predicates:
Horse(x),Racehorse(x),Racing(x),Falls(x),Dead(x)
We can get these constants:

Let's translate one by one.
Premises:
1.Text:Detroit City is a horse.
Predicates:
Horse(x)
Constants:
detroitcity
Fol:Horse(detroitcity)
2.Text:Some horses are racehorses.
Predicates:
Horse(x),Racehorse(x)
Fol:∃x (Horse(x) ∧ Racehorse(x))
3.Text:If a horse falls during a race, then it dies.
Predicates:
Dead(x),Horse(x),Falls(x),Racing(x)
Fol:∀x (Horse(x) ∧ Racing(x) ∧ Falls(x) → Dead(x))
4.Text:Detroit City fell during a race.
Predicates:
Racing(x),Falls(x)
Constants:
detroitcity
Fol:Racing(detroitcity) ∧ Falls(detroitcity)
5.Text:A horse is a racehorse if it is in a race.
Predicates:
Racehorse(x),Horse(x),Racing(x)
Fol:∀x (Horse(x) ∧ Racing(x) → Racehorse(x))
Conclusion:
Text:Detroit City is a racehorse.
Predicates:
Racehorse(x)
Constants:
detroitcity
Fol:Racehorse(detroitcity)"
"Premises:
1.The taiga vole is a large vole found in northwestern North America.
2.Cats like playing with all voles.
3.The taiga vole lives in the boreal taiga zone.
4.The boreal taiga zone in North America is a cold place to live in.
5.Taiga vole is typically much larger than most other North American voles, especially those from the genus Microtus.

Conclusion:
Cats like playing with taiga vole.","We can get these predicates:
Vole(x),Find(x,y),CatLikePlayingWith(x),Live(x,y),LiveInColdPlace(x),Larger(x,y)
We can get these constants:
taigaVole,microtusVole
Let's translate one by one.
Premises:
1.Text:The taiga vole is a large vole found in northwestern North America.
Predicates:
Vole(x),Find(x,y)
Constants:
northAmerica,taigaVole
Fol:Vole(taigaVole) ∧ Find(taigaVole, northAmerica)
2.Text:Cats like playing with all voles.
Predicates:
Vole(x),CatLikePlayingWith(x)
Fol:∀x (Vole(x) → CatLikePlayingWith(x))
3.Text:The taiga vole lives in the boreal taiga zone.
Predicates:
Live(x,y)
Constants:
borealTaigaZone,taigaVole
Fol:Live(taigaVole, borealTaigaZone)
4.Text:The boreal taiga zone in North America is a cold place to live in.
Predicates:
Live(x,y),LiveInColdPlace(x),Find(x,y)
Constants:
borealTaigaZone,northAmerica
Fol:∀x (Find(x, northAmerica) ∧ Live(x, borealTaigaZone) → LiveInColdPlace(x))
5.Text:Taiga vole is typically much larger than most other North American voles, especially those from the genus Microtus.
Predicates:
Larger(x,y)
Constants:
microtusVole,taigaVole
Fol:Larger(taigaVole, microtusVole)
Conclusion:
Text:Cats like playing with taiga vole.
Predicates:
CatLikePlayingWith(x)
Constants:
taigaVole
Fol:CatLikePlayingWith(taigaVole)"
"Premises:
1.Oxford Circus is a road junction connecting Oxford Street and Regent Street.
2.Oxford Street is in London.
3.John Nash designed the construction on Regent Street.
4.John Nash designed Oxford Circus.
5.John Nash is an architect in British.
6.Oxford Circus is the entrance to Oxford Circus tube station which is a part of the Central line in 1900.

Conclusion:
Oxford Circus is in London.","We can get these predicates:
OxfordStreet(x),RegentStreet(x),London(x),Design(x,y),British(x),Architect(x),CentralLine(x)
We can get these constants:
oxfordCircus
Let's translate one by one.
Premises:
1.Text:Oxford Circus is a road junction connecting Oxford Street and Regent Street.
Predicates:
RegentStreet(x),OxfordStreet(x)
Constants:
oxfordCircus
Fol:OxfordStreet(oxfordCircus) ∧ RegentStreet(oxfordCircus)
2.Text:Oxford Street is in London.
Predicates:
London(x),OxfordStreet(x)
Fol:∀x (OxfordStreet(x) → London(x))
3.Text:John Nash designed the construction on Regent Street.
Predicates:
RegentStreet(x),Design(x,y)
Constants:
johnNash
Fol:∃x (RegentStreet(x) ∧ Design(johnNash, x))
4.Text:John Nash designed Oxford Circus.
Predicates:
Design(x,y)
Constants:
oxfordCircus,johnNash
Fol:Design(johnNash, oxfordCircus)
5.Text:John Nash is an architect in British.
Predicates:
British(x),Architect(x)
Constants:
johnNash
Fol:British(johnNash) ∧ Architect(johnNash)
6.Text:Oxford Circus is the entrance to Oxford Circus tube station which is a part of the Central line in 1900.
Predicates:
CentralLine(x)
Constants:
oxfordCircus
Fol:CentralLine(oxfordCircus)
Conclusion:
Text:Oxford Circus is in London.
Predicates:
London(x)
Constants:
oxfordCircus
Fol:London(oxfordCircus)"
"Premises:
1.All products shipped from China are made in China.
2.All products sold in JD are shipped from China.
3.All products commonly used in China are sold in JD.
4.All products favored by young people are commonly used in China.
5.MacBook is not made in China and is not commonly used in China.

Conclusion:
The MacBook is made in China.","We can get these predicates:
ShipChina(x),MadeInChina(x),SoldJD(x),CommonlyUsedChina(x),FavoredByYoungPeople(x)
We can get these constants:
macbook
Let's translate one by one.
Premises:
1.Text:All products shipped from China are made in China.
Predicates:
ShipChina(x),MadeInChina(x)
Fol:∀x (ShipChina(x) → MadeInChina(x))
2.Text:All products sold in JD are shipped from China.
Predicates:
ShipChina(x),SoldJD(x)
Fol:∀x (SoldJD(x) → ShipChina(x))
3.Text:All products commonly used in China are sold in JD.
Predicates:
CommonlyUsedChina(x),SoldJD(x)
Fol:∀x (CommonlyUsedChina(x) → SoldJD(x))
4.Text:All products favored by young people are commonly used in China.
Predicates:
CommonlyUsedChina(x),FavoredByYoungPeople(x)
Fol:∀x (FavoredByYoungPeople(x) → CommonlyUsedChina(x))
5.Text:MacBook is not made in China and is not commonly used in China.
Predicates:
CommonlyUsedChina(x),MadeInChina(x)
Constants:
macbook
Fol:¬(MadeInChina(macbook) ∧ CommonlyUsedChina(macbook))
Conclusion:
Text:The MacBook is made in China.
Predicates:
MadeInChina(x)
Constants:
macbook
Fol:MadeInChina(macbook)"
"Premises:
1.All animals that are tigers are cats.
2.No cats are dogs.
3.All Bengal tigers are tigers.
4.Everything that is a husky is a dog.
5.Fido is either a Bengal tiger or a cat.

Conclusion:
Fido is a Bengal tiger.","We can get these predicates:
Tiger(x),Cat(x),Dog(x),BengalTiger(x),Husky(x)
We can get these constants:
fido
Let's translate one by one.
Premises:
1.Text:All animals that are tigers are cats.
Predicates:
Tiger(x),Cat(x)
Fol:∀x (Tiger(x) → Cat(x))
2.Text:No cats are dogs.
Predicates:
Cat(x),Dog(x)
Fol:∀x (Cat(x) → ¬Dog(x))
3.Text:All Bengal tigers are tigers.
Predicates:
Tiger(x),BengalTiger(x)
Fol:∀x (BengalTiger(x) → Tiger(x))
4.Text:Everything that is a husky is a dog.
Predicates:
Husky(x),Dog(x)
Fol:∀x (Husky(x) → Dog(x))
5.Text:Fido is either a Bengal tiger or a cat.
Predicates:
Cat(x),BengalTiger(x)
Constants:
fido
Fol:BengalTiger(fido) ∨ Cat(fido)
Conclusion:
Text:Fido is a Bengal tiger.
Predicates:
BengalTiger(x)
Constants:
fido
Fol:BengalTiger(fido)"
"Premises:
1.Olivia doesn't prefer warm temperature during the day.
2.When Olivia sleeps, she prefers cool temperature.
3.Olivia sleeps during the night.
4.Olivia works during the day.
5.Olivia either works or sleeps.
6.The time is either the day or the night.
7.Olivia either prefers warm temperature or prefers cool temperature.

Conclusion:
At all times, Olivia prefers cool temperature.","We can get these predicates:
Day(x),PrefersWarmAt(x,y),SleepingDuring(x,y),PrefersCoolAt(x,y),Night(x),WorkingDuring(x,y)
We can get these constants:
olivia
Let's translate one by one.
Premises:
1.Text:Olivia doesn't prefer warm temperature during the day.
Predicates:
Day(x),PrefersWarmAt(x,y)
Constants:
olivia
Fol:∀x (Day(x) → ¬PrefersWarmAt(olivia, x))
2.Text:When Olivia sleeps, she prefers cool temperature.
Predicates:
SleepingDuring(x,y),PrefersCoolAt(x,y)
Constants:
olivia
Fol:∀x (SleepingDuring(olivia, x) → PrefersCoolAt(olivia, x))
3.Text:Olivia sleeps during the night.
Predicates:
SleepingDuring(x,y),Night(x)
Constants:
olivia
Fol:∀x (SleepingDuring(olivia, x) → Night(x))
4.Text:Olivia works during the day.
Predicates:
Day(x),WorkingDuring(x,y)
Constants:
olivia
Fol:∀x (WorkingDuring(olivia, x) → Day(x))
5.Text:Olivia either works or sleeps.
Predicates:
SleepingDuring(x,y),WorkingDuring(x,y)
Constants:
olivia
Fol:∀x (WorkingDuring(olivia, x) ∨ SleepingDuring(olivia, x))
6.Text:The time is either the day or the night.
Predicates:
Day(x),Night(x)
Fol:∀x (Day(x) ∨ Night(x))
7.Text:Olivia either prefers warm temperature or prefers cool temperature.
Predicates:
PrefersCoolAt(x,y),PrefersWarmAt(x,y)
Constants:
olivia
Fol:∀x (PrefersWarmAt(olivia, x) ∨ PrefersCoolAt(olivia, x))
Conclusion:
Text:At all times, Olivia prefers cool temperature.
Predicates:
PrefersCoolAt(x,y)
Constants:
olivia
Fol:∀x PrefersCoolAt(olivia, x)"
"Premises:
1.If you are on the payroll, then you are being paid by the school.
2.If someone has a job at a school, then they are on the payroll.
3.All faculty members have a job at a school.
4.One can either be a faculty member or a teacher.
5.Every teacher has students.
6.If Nancy is a teacher, then they are on the payroll.
7.If Nancy is not a teacher, then they are not paid by the school.

Conclusion:
Nancy is a faculty member.","We can get these predicates:
OnPayroll(x),PaidBySchool(x),JobAtSchool(x),FacultyMember(x),Teacher(x),HasStudents(x)
We can get these constants:
nancy
Let's translate one by one.
Premises:
1.Text:If you are on the payroll, then you are being paid by the school.
Predicates:
PaidBySchool(x),OnPayroll(x)
Fol:∀x (OnPayroll(x) → PaidBySchool(x))
2.Text:If someone has a job at a school, then they are on the payroll.
Predicates:
JobAtSchool(x),OnPayroll(x)
Fol:∀x (JobAtSchool(x) → OnPayroll(x))
3.Text:All faculty members have a job at a school.
Predicates:
JobAtSchool(x),FacultyMember(x)
Fol:∀x (FacultyMember(x) → JobAtSchool(x))
4.Text:One can either be a faculty member or a teacher.
Predicates:
Teacher(x),FacultyMember(x)
Fol:∀x (FacultyMember(x) ∨ Teacher(x))
5.Text:Every teacher has students.
Predicates:
Teacher(x),HasStudents(x)
Fol:∀x (Teacher(x) → HasStudents(x))
6.Text:If Nancy is a teacher, then they are on the payroll.
Predicates:
Teacher(x),OnPayroll(x)
Constants:
nancy
Fol:Teacher(nancy) → OnPayroll(nancy)
7.Text:If Nancy is not a teacher, then they are not paid by the school.
Predicates:
Teacher(x),OnPayroll(x)
Constants:
nancy
Fol:¬Teacher(nancy) → ¬OnPayroll(nancy)
Conclusion:
Text:Nancy is a faculty member.
Predicates:
FacultyMember(x)
Constants:
nancy
Fol:FacultyMember(nancy)"
"Premises:
1.There are five grades including A+, A, B+, B, and C in English.
2.If a student gets A+ in English, then his score is greater than 95.
3.If a student gets A in English, then his score is in the range of 90-95.
4.Zhang got an A in English.
5.Wang's English score is better than Zhang's.
6.Wu's English score is lower than 90.

Conclusion:
Zhang's English score is lower than 95.","We can get these predicates:
Grade(x),GetGrade(x,y),GreaterThan95(x),Range90to95(x),Better(x,y),LowerThan90(x)
We can get these constants:
wu
Let's translate one by one.
Premises:
1.Text:There are five grades including A+, A, B+, B, and C in English.
Predicates:
Grade(x)
Constants:
a+,b,a,b+,c
Fol:Grade(a+) ∨ Grade(a) ∨ Grade(b+) ∨ Grade(b) ∨ Grade(c)
2.Text:If a student gets A+ in English, then his score is greater than 95.
Predicates:
GetGrade(x,y),GreaterThan95(x)
Constants:
a+
Fol:∀x (GetGrade(x, a+) → GreaterThan95(x))
3.Text:If a student gets A in English, then his score is in the range of 90-95.
Predicates:
GetGrade(x,y),Range90to95(x)
Constants:
a
Fol:∀x (GetGrade(x, a) → Range90to95(x))
4.Text:Zhang got an A in English.
Predicates:
GetGrade(x,y)
Constants:
a
Fol:GetGrade(zhang, a)
5.Text:Wang's English score is better than Zhang's.
Predicates:
Better(x,y)
Constants:
wang
Fol:Better(wang, zhang)
6.Text:Wu's English score is lower than 90.
Predicates:
LowerThan90(x)
Constants:
wu
Fol:LowerThan90(wu)
Conclusion:
Text:Zhang's English score is lower than 95.
Predicates:
Range90to95(x)
Fol:Range90to95(zhang)"
"Premises:
1.If a class has prerequisites the student must take the prerequisites to take the class.
2.If a class has no prerequisites, then the student can take the class
3.CPSC 201 and CPSC 223 are prerequisites for CPSC 323.
4.Intro Microeconomics is the only prerequisite for Intermediate Microeconomics.
5.Intro Geology has no prerequisites.

Conclusion:
CPSC 201 has no prerequisites.","We can get these predicates:
Prereq(x,y),Taken(x),CanTake(x)
We can get these constants:
introgeology
Let's translate one by one.
Premises:
1.Text:If a class has prerequisites the student must take the prerequisites to take the class.
Predicates:
CanTake(x),Prereq(x,y),Taken(x)
Fol:∀x ∀y ((Prereq(x, y) ∧ Taken(x)) ↔ CanTake(y))
2.Text:If a class has no prerequisites, then the student can take the class
Predicates:
CanTake(x),Prereq(x,y)
Fol:∀x ∀y (¬Prereq(x, y) → CanTake(y))
3.Text:CPSC 201 and CPSC 223 are prerequisites for CPSC 323.
Predicates:
Prereq(x,y)
Constants:
cpsc201,cpsc223,cpsc323
Fol:Prereq(cpsc201, cpsc323) ∧ Prereq(cpsc223, cpsc323)
4.Text:Intro Microeconomics is the only prerequisite for Intermediate Microeconomics.
Predicates:
CanTake(x),Prereq(x,y),Taken(x)
Constants:
intermediatemicro,intromicro
Fol:(Prereq(intromicro, intermediatemicro) ∧ Taken(intromicro)) → CanTake(intermediatemicro)
5.Text:Intro Geology has no prerequisites.
Predicates:
Prereq(x,y)
Constants:
introgeology
Fol:∀x (¬Prereq(x, introgeology))
Conclusion:
Text:CPSC 201 has no prerequisites.
Predicates:
Prereq(x,y)
Constants:
cpsc201
Fol:∀x (¬Prereq(x, cpsc201))"
"Premises:
1.All men are human.
2.All gentlemen are men.
3.All lawyers are gentlemen.
4.All women are human.
5.No sheep are human.
6.If Mike is not both a human and a sheep, then Mike is either a man or a human.

Conclusion:
If Mike is a gentleman or a lawyer, then Mike is neither a woman nor a lawyer.","We can get these predicates:
Man(x),Human(x),Gentleman(x),Lawyer(x),Woman(x),Sheep(x)
We can get these constants:
mike
Let's translate one by one.
Premises:
1.Text:All men are human.
Predicates:
Man(x),Human(x)
Fol:∀x (Man(x) → Human(x))
2.Text:All gentlemen are men.
Predicates:
Gentleman(x),Man(x)
Fol:∀x (Gentleman(x) → Man(x))
3.Text:All lawyers are gentlemen.
Predicates:
Lawyer(x),Gentleman(x)
Fol:∀x (Lawyer(x) → Gentleman(x))
4.Text:All women are human.
Predicates:
Woman(x),Human(x)
Fol:∀x (Woman(x) → Human(x))
5.Text:No sheep are human.
Predicates:
Sheep(x),Human(x)
Fol:∀x (Sheep(x) → ¬Human(x))
6.Text:If Mike is not both a human and a sheep, then Mike is either a man or a human.
Predicates:
Man(x),Sheep(x),Human(x)
Constants:
mike
Fol:(¬Human(mike) ∨ ¬Sheep(mike)) → Man(mike) ⊕ Human(mike)
Conclusion:
Text:If Mike is a gentleman or a lawyer, then Mike is neither a woman nor a lawyer.
Predicates:
Lawyer(x),Gentleman(x),Woman(x)
Constants:
mike
Fol:(Gentleman(mike) ∨ Lawyer(mike)) → (¬Woman(mike) ∧ ¬Lawyer(mike))"
"Premises:
1.If a person doesn't have enough money to buy a product, then that person can't buy it.
2.Monitors are products.
3.4k monitors are more expensive than 1080 monitors and 2k monitors.
4.John is a person.
5.John doesn't have enough money to buy a 2k monitor.

Conclusion:
John can not buy the 2k monitor.","We can get these predicates:
Person(x),Product(x),HaveEnoughMoneyFor(x,y),Buy(x,y),Monitor(x),FourK(x),OneOEightO(x),TwoK(x),MoreExpensive(x,y)
We can get these constants:
john
Let's translate one by one.
Premises:
1.Text:If a person doesn't have enough money to buy a product, then that person can't buy it.
Predicates:
Product(x),Buy(x,y),Person(x),HaveEnoughMoneyFor(x,y)
Fol:∀x ∀y (Person(x) ∧ Product(y) ∧ ¬HaveEnoughMoneyFor(x, y) → ¬Buy(x, y))
2.Text:Monitors are products.
Predicates:
Product(x),Monitor(x)
Fol:∀x (Monitor(x) → Product(x))
3.Text:4k monitors are more expensive than 1080 monitors and 2k monitors.
Predicates:
FourK(x),Monitor(x),MoreExpensive(x,y),TwoK(x),OneOEightO(x)
Fol:∀x ∀y ∀z (Monitor(x) ∧ Monitor(y) ∧ Monitor(z) ∧ FourK(x) ∧ OneOEightO(y) ∧ TwoK(z) → MoreExpensive(x, y) ∧ MoreExpensive(x, z))
4.Text:John is a person.
Predicates:
Person(x)
Constants:
john
Fol:Person(john)
5.Text:John doesn't have enough money to buy a 2k monitor.
Predicates:
TwoK(x),Monitor(x),HaveEnoughMoneyFor(x,y)
Constants:
john
Fol:∀x (Monitor(x) ∧ TwoK(x) → ¬HaveEnoughMoneyFor(john, x))
Conclusion:
Text:John can not buy the 2k monitor.
Predicates:
TwoK(x),Buy(x,y),Monitor(x)
Constants:
john
Fol:∀x (Monitor(x) ∧ TwoK(x) → ¬Buy(john, x))"
"Premises:
1.All people who are very consistent and enjoy sticking to their regular routines do not like surprises.
2.If people wear flannel shirts every day, then they are very consistent and enjoy sticking to their regular routines.
3.If people do not like shopping for clothes and other materialistic goods, then they wear flannel shirts every day.
4.All old people living in stable homes do not like surprises.
5.If people have very high energy and are impulsive, then they like surprises.
6.If Mike is not a person who wears flannel shirts every day and has very high energy and is impulsive, then Mike either is very consistent and enjoys sticking to his regular routines or does not like surprises.

Conclusion:
If Mike wears flannel shirts every day or does not like shopping for clothes and other materialistic goods, then Mike is neither an old person living in a stable home nor does not like shopping for clothes and other materialistic goods.","We can get these predicates:
Consistent(x),NoSurprises(x),Flannel(x),NoShopping(x),Old(x),Impulsive(x)
We can get these constants:
mike
Let's translate one by one.
Premises:
1.Text:All people who are very consistent and enjoy sticking to their regular routines do not like surprises.
Predicates:
NoSurprises(x),Consistent(x)
Fol:∀x (Consistent(x) → NoSurprises(x))
2.Text:If people wear flannel shirts every day, then they are very consistent and enjoy sticking to their regular routines.
Predicates:
Flannel(x),Consistent(x)
Fol:∀x (Flannel(x) → Consistent(x))
3.Text:If people do not like shopping for clothes and other materialistic goods, then they wear flannel shirts every day.
Predicates:
NoShopping(x),Flannel(x)
Fol:∀x (NoShopping(x) → Flannel(x))
4.Text:All old people living in stable homes do not like surprises.
Predicates:
NoSurprises(x),Old(x)
Fol:∀x (Old(x) → NoSurprises(x))
5.Text:If people have very high energy and are impulsive, then they like surprises.
Predicates:
NoSurprises(x),Impulsive(x)
Fol:∀x (Impulsive(x) → ¬NoSurprises(x))
6.Text:If Mike is not a person who wears flannel shirts every day and has very high energy and is impulsive, then Mike either is very consistent and enjoys sticking to his regular routines or does not like surprises.
Predicates:
NoSurprises(x),Consistent(x),Impulsive(x)
Constants:
mike
Fol:¬(NoSurprises(mike) ∧ Impulsive(mike)) → Consistent(mike) ⊕ NoSurprises(mike)
Conclusion:
Text:If Mike wears flannel shirts every day or does not like shopping for clothes and other materialistic goods, then Mike is neither an old person living in a stable home nor does not like shopping for clothes and other materialistic goods.
Predicates:
Flannel(x),Old(x),NoShopping(x)
Constants:
mike
Fol:(Flannel(mike) ∨ NoShopping(mike)) → ¬(Old(mike) ∧ NoShopping(mike))"
"Premises:
1.A roundel is a rounded artillery fortification.
2.A roundel is not higher than adjacent walls.
3.Cannons can be deployed on artillery fortifications.
4.Roundels are the oldest artillery fortifications.
5.Battery towers are an artillery fortification.

Conclusion:
Roundels are older than battery towers.","We can get these predicates:
Roundel(x),Rounded(x),ArtilleryFortification(x),AdjacentWall(x),Higher(x,y),DeployCannons(x),Older(x,y),BatteryTower(x)
We can get these constants:

Let's translate one by one.
Premises:
1.Text:A roundel is a rounded artillery fortification.
Predicates:
Rounded(x),Roundel(x),ArtilleryFortification(x)
Fol:∀x (Roundel(x) → Rounded(x) ∧ ArtilleryFortification(x))
2.Text:A roundel is not higher than adjacent walls.
Predicates:
AdjacentWall(x),Higher(x,y),Roundel(x)
Fol:∀x ∀y (Roundel(x) ∧ AdjacentWall(y) → ¬Higher(x, y))
3.Text:Cannons can be deployed on artillery fortifications.
Predicates:
DeployCannons(x),ArtilleryFortification(x)
Fol:∀x (ArtilleryFortification(x) → DeployCannons(x))
4.Text:Roundels are the oldest artillery fortifications.
Predicates:
Roundel(x),Older(x,y),ArtilleryFortification(x)
Fol:∀x ∀y (Roundel(x) ∧ ArtilleryFortification(x) ∧ ArtilleryFortification(y) → Older(x, y))
5.Text:Battery towers are an artillery fortification.
Predicates:
BatteryTower(x),ArtilleryFortification(x)
Fol:∀x (BatteryTower(x) → ArtilleryFortification(x))
Conclusion:
Text:Roundels are older than battery towers.
Predicates:
BatteryTower(x),Roundel(x),Older(x,y)
Fol:∀x ∀y (Roundel(x) ∧ BatteryTower(y) → Older(x, y))"
"Premises:
1.All Asians are human.
2.All Chinese are Asian.
3.A man is either Chinese or British.
4.All British are European.
5.All Spanish are European.
6.No Indian is European.
7.Jessee is either both an Indian and a human, or neither an Indian nor a human.

Conclusion:
If Jesse is either an Indian or a Spanish, then Jesse is either both British and European, or neither British nor European.","We can get these predicates:
Asian(x),Human(x),Chinese(x),British(x),European(x),Spanish(x),Indian(x)
We can get these constants:
jesse
Let's translate one by one.
Premises:
1.Text:All Asians are human.
Predicates:
Asian(x),Human(x)
Fol:∀x ( Asian(x)→  Human(x))
2.Text:All Chinese are Asian.
Predicates:
Asian(x),Chinese(x)
Fol:∀x ( Chinese(x)→  Asian(x))
3.Text:A man is either Chinese or British.
Predicates:
Chinese(x),British(x)
Fol:∀x ( Chinese(x) ∨  British(x))
4.Text:All British are European.
Predicates:
European(x),British(x)
Fol:∀x ( British(x)→  European(x))
5.Text:All Spanish are European.
Predicates:
European(x),Spanish(x)
Fol:∀x ( Spanish(x)→  European(x))
6.Text:No Indian is European.
Predicates:
European(x),Indian(x)
Fol:∀x ( Indian(x)→ ¬ European(x))
7.Text:Jessee is either both an Indian and a human, or neither an Indian nor a human.
Predicates:
Indian(x),Human(x)
Constants:
jesse
Fol:( Indian(jesse) ∧ Human(jesse)) ⊕ (¬ Indian(jesse) ∧ ¬ Human(jesse))
Conclusion:
Text:If Jesse is either an Indian or a Spanish, then Jesse is either both British and European, or neither British nor European.
Predicates:
European(x),British(x),Indian(x),Spanish(x)
Constants:
jesse
Fol:((Indian(jesse) ∨ Spanish(jesse)) → ((British(jesse) ∧ European(jesse)) ⊕ (¬ British(jesse) ∧ ¬ European(jesse))))"
"Premises:
1.Belgium, France and Germany are European countries.
2.Paris is the capital of France.
3.The Eiffel Tower is one of the main tourist attractions located in Paris.
4.Some people who live in Belgium speak French.
5.If John goes to Europe, he will see some tourist attractions.
6.John speaks French.

Conclusion:
The Eiffel Tower is located in the capital of France.","We can get these predicates:
EuropeanCountry(x),CapitalOf(x,y),TouristAttraction(x),LocatedIn(x,y),LiveIn(x,y),Speak(x,y),GoTo(x,y),See(x,y)
We can get these constants:
john,french
Let's translate one by one.
Premises:
1.Text:Belgium, France and Germany are European countries.
Predicates:
EuropeanCountry(x)
Constants:
france,belgium,germany
Fol:EuropeanCountry(belgium) ∨ EuropeanCountry(france) ∨ EuropeanCountry(germany)
2.Text:Paris is the capital of France.
Predicates:
CapitalOf(x,y)
Constants:
france,paris
Fol:CapitalOf(paris, france)
3.Text:The Eiffel Tower is one of the main tourist attractions located in Paris.
Predicates:
TouristAttraction(x),LocatedIn(x,y)
Constants:
eiffelTower,paris
Fol:TouristAttraction(eiffelTower) ∧ LocatedIn(eiffelTower, paris)
4.Text:Some people who live in Belgium speak French.
Predicates:
Speak(x,y),LiveIn(x,y)
Constants:
french,belgium
Fol:∃x (LiveIn(x, belgium) → Speak(x, french))
5.Text:If John goes to Europe, he will see some tourist attractions.
Predicates:
TouristAttraction(x),See(x,y),GoTo(x,y)
Constants:
europe,john
Fol:∃x (GoTo(john, europe) → (See(john, x) ∧ TouristAttraction(x)))
6.Text:John speaks French.
Predicates:
Speak(x,y)
Constants:
french,john
Fol:Speak(john, french)
Conclusion:
Text:The Eiffel Tower is located in the capital of France.
Predicates:
LocatedIn(x,y)
Constants:
eiffelTower,paris
Fol:LocatedIn(eiffelTower, paris)"
"Premises:
1.No fish are birds.
2.Everything that is an osprey is a bird.
3.If something is a carp, then it is a fish.
4.All goldfish are carp.
5.If Bubbles is either an osprey or a goldfish, then Bubbles is not a fish.

Conclusion:
Bubbles is a carp.","We can get these predicates:
Fish(x),Bird(x),Osprey(x),Carp(x),Goldfish(x)
We can get these constants:
bubbles
Let's translate one by one.
Premises:
1.Text:No fish are birds.
Predicates:
Fish(x),Bird(x)
Fol:∀x (Fish(x) → ¬Bird(x))
2.Text:Everything that is an osprey is a bird.
Predicates:
Bird(x),Osprey(x)
Fol:∀x (Osprey(x) → Bird(x))
3.Text:If something is a carp, then it is a fish.
Predicates:
Fish(x),Carp(x)
Fol:∀x (Carp(x) → Fish(x))
4.Text:All goldfish are carp.
Predicates:
Goldfish(x),Carp(x)
Fol:∀x (Goldfish(x) → Carp(x))
5.Text:If Bubbles is either an osprey or a goldfish, then Bubbles is not a fish.
Predicates:
Fish(x),Carp(x),Osprey(x)
Constants:
bubbles
Fol:Osprey(bubbles) ⊕ Carp(bubbles) → ¬Fish(bubbles)
Conclusion:
Text:Bubbles is a carp.
Predicates:
Carp(x)
Constants:
bubbles
Fol:Carp(bubbles)"
